Brand,Name,Price,ReviewText,Rating
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,"you have probably read reviews that say the exact thing. just for warning, this is pretty much all cons. first off; SMELL. something about it just doesn't come appealing. second; heavy. if you put some on, its hard to apply makeup because of weight and thickness. third; doesn't moisturize very well! it may feel great for the first minutes but then you feel like you need more pretty soon. im pretty sure i covered it all for now. as of right now, ive switched to ""bubble"".",4.4
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,"They feel nice while on, a little hydrating, feels amazing when cooled. I've bought twice and It lacks hydration on the skin after an hour.",5
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,Love this product,3
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,It didnt really help,3
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,I am not a fan of the new formula. The old one was amazing! It was fragance free and did not cause any breakouts.,2
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,"you have probably read reviews that say the exact thing. just for warning, this is pretty much all cons. first off; SMELL. something about it just doesn't come appealing. second; heavy. if you put some on, its hard to apply makeup because of weight and thickness. third; doesn't moisturize very well! it may feel great for the first minutes but then you feel like you need more pretty soon. im pretty sure i covered it all for now. as of right now, ive switched to ""bubble"".",4.4
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,I am not a fan of the new formula. The old one was amazing! It was fragance free and did not cause any breakouts.,4.4
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,"Ive used this for a few weeks and hate it. Every time I use it, I question if I did or not because my face feels dry and miserable still. And I have normal skin. So if you want something that actually moisturizes, I would skip this.",5
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,I have dry and acne-prone skin. This is the BEST product I've ever tried. I wish it was a little cheaper though. Totally recommend it!,3
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,made me break out terribly.,1
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,Veryy good for sensitive skin,1
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,I am not a fan of the new formula. The old one was amazing! It was fragance free and did not cause any breakouts.,4.4
Neutrogena,Hydro Boost Hyaluronic Acid Water Gel Moisturizer,$26.99,"Ive used this for a few weeks and hate it. Every time I use it, I question if I did or not because my face feels dry and miserable still. And I have normal skin. So if you want something that actually moisturizes, I would skip this.",5
