Brand,Name,Price,ReviewText,Rating
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"The reviews speak for themselves but this product really does work for everything. I use it on my underarms for no BO, I use it on my back for back acne, I use it on razor bumps, I even use it in my hair before a shower to prevent flakes and oilyness. It really is just that girl.",4.3
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,I bought this the first time at the urging of my bonus daughter and loved it. I'm never without it. It can be used on various parts of the body. Only use at night.,5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I have been using this product for a year im on my 3rd bottle i havent had to apply deodorant ever since, i also love that you can pour it in a small spray bottle for travel for your face and body odor.",2
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I use this on face, neck and chest. Skin has a nice glow to it, also looks healthier.",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I absolutely love this toner. It's clean, its light, it pairs with other skincare products. When I use it after washing my face before bed followed with moisturizer, the redness and dark spots are visibly reduced!",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"The reviews speak for themselves but this product really does work for everything. I use it on my underarms for no BO, I use it on my back for back acne, I use it on razor bumps, I even use it in my hair before a shower to prevent flakes and oilyness. It really is just that girl.",4.3
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,I bought this the first time at the urging of my bonus daughter and loved it. I'm never without it. It can be used on various parts of the body. Only use at night.,5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I have been using this product for a year im on my 3rd bottle i havent had to apply deodorant ever since, i also love that you can pour it in a small spray bottle for travel for your face and body odor.",2
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I use this on face, neck and chest. Skin has a nice glow to it, also looks healthier.",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I absolutely love this toner. It's clean, its light, it pairs with other skincare products. When I use it after washing my face before bed followed with moisturizer, the redness and dark spots are visibly reduced!",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I use this on face, neck and chest. Skin has a nice glow to it, also looks healthier.",4.3
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I absolutely love this toner. It's clean, its light, it pairs with other skincare products. When I use it after washing my face before bed followed with moisturizer, the redness and dark spots are visibly reduced!",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I have always been self conscious about my armpits: how much I sweat, BO, etc.. I've read so many great reviews about this product that I had to give it a shot. It works SO WELL. I no longer have that BO from my armpits! This product is amazing, I use it daily. I dont even need to use deodorant anymore. Love it!",2
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,The glycolic acid and the bha +aha are my go to exfoliaters but this product is amazing makes my face soft while also brighting my face also getting rid of acne texture and helps wigh hyperpigmentation. I also know alot of people say this can do alot of damage to your skin while yes it can but my skin has a high tolerance of this acid and i sometimes would use it every day I highly recommend.,5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"Take off my spots and armpits are clear now, no dark anymore",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"Take off my spots and armpits are clear now, no dark anymore",4.3
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,Love this. Been using on my face but after reading thr comments ill give it a try on my body too.,5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"This is a great toner. I do not use it everyday, but probably two to three times a week, at night. I definitely notice a softness in my skin the next morning. Great product.",2
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I was finally able to get my hands on this product. Each time I went looking for it, it was sold out. I now know why! After 1-2 uses, it removed so much dead skin you wouldn't believe it. I have become a bit of a skin care freak once I got in my late twenties. Unfortunately, I started getting sun damage and dark spots. A lot of this has already been reversed thanks to retinol, kojic acid, niacinamide, hydroquinone and face steaming. (All under the care of a licensed dermatologist of course.) But if you're looking for something to even out your skin tone and texture, as well as get rid of dead skin, this is the product for you. I am happy to say I have found another product to add to my skin care routine.",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"Works wonders for underarms, you literally wont wven smell. And has the heels if my feet softer than a new born baby. I tried on my scalp an it caused major itching and burning, I dont have flaky scalp so maybe thats why. Also was a bit harsh on my face. I returned it but after noticing my under arms and feet I'll definitely order another bottle for that.",5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,it was burning and tingling like 100 ants where biting my face and other products burn too so i had to go to school with visible chemical burns i will never be buying the ordinary AGIAN! If you want better brands bubble and byoma are my go to,4.3
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,I have used this toner for years but i am now concerned of the quality. Seems like the formula has changed some too. I ordered online and received the product which had a unknown black substance floating in it. Was replaced and no floaty things.,5
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,You definitely have to use regularly for any results. Burns a little at first but goes away. I wouldn't repurchase because of how many cotton pads you need to use for this product. I want to try a roll-on or lotion product next for ease of application and convenience.,2
The Ordinary,Glycolic Acid 7% Exfoliating Toner,$13.00,"I was faithful to a different toner for the past 4 years and it basically has been discontinued so I decide to him give this one a try and I love it, it doesn't make my face red or irritated and does the job face feels so clean and looks exfoliated!",1
The Ordinary,Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,$9.90 - $31.50,"I love how hydrating this serum is. I have pretty sensitive skin and it doesn't break me out. It's pretty affordable for teens looking for a ""preppy"" skincare brand",4.3
The Ordinary,Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,$9.90 - $31.50,This item does help me! Thanks!,5
The Ordinary,Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,$9.90 - $31.50,This gave me chemical burns and made my skin really red to. It burns like crazy. Do not but this if you dont want chemical burns,1
The Ordinary,Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,$9.90 - $31.50,"Plumping and smoothing. Varies across batches. Just okay. For the driest skin, use ceramides.",5
The Ordinary,Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,$9.90 - $31.50,"This is one of my favorite skincare products. I get combo/ dry skin depending on the weather and I use this product year round. my skin immediately absorbs the product and Is hydrated and comfortable the entire day. This works amazing layered under my favorite moisturizers. Product doesn't have an odd smell, and I've never experienced a reaction.",4
